listing_key,ticker,exchange,current_name,twelvedata_name,validation_status,recommended_next_action,rejection_reason,review_batch
NASDAQ::ESHA,ESHA,NASDAQ,ESH Acquisition Corp. Class A Common Stock,Esh Acquisition Corp.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::GDRX,GDRX,NASDAQ,Goodrx Holdings Inc,"GoodRx Holdings, Inc. Class A Common Stock",second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::MBLY,MBLY,NASDAQ,Mobileye Global Inc. Class A Common Stock,Mobileye Global Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NYSE::AOS,AOS,NYSE,Smith AO Corporation,A. O. Smith Corporation,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NYSE::FIHL,FIHL,NYSE,Pelagos Insurance Capital Ltd,Fidelis Insurance Holdings Limited,no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
NYSE::IBN,IBN,NYSE,ICICI Bank Limited,ICICI Bank Limited Sponsored ADR,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
OTC::ORANY,ORANY,OTC,Orange S.A.,Orange S.A. Sponsored ADR,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
OTC::TCBPY,TCBPY,OTC,TC Biopharm (Holdings) Plc,TC BioPharm (Holdings) plc American Depositary Receipt,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::VLMTY,VLMTY,OTC,Valmet Oyj,Valmet Oyj Sponsored ADR,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
OTC::WLMIY,WLMIY,OTC,Wilmar International Ltd,Wilmar International Limited American Depositary Receipt,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::HKHC,HKHC,OTC,Horizon Kinetics Holding Corporation,Horizon Kinetics Asset Management LLC,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::IPHA,IPHA,NASDAQ,Innate Pharma,Innate Pharma S.A. Sponsored ADR,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
OTC::ENBNF,ENBNF,OTC,ENBRIDGE INC,ENBRIDGE INC PREF SER 3,no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
OTC::HLPXF,HLPXF,OTC,HELLENiQ ENERGY Holdings S.A.,Hellenic Petroleum S.A. - GDR,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
OTC::KONMY,KONMY,OTC,Konami Holdings Corporation,Konami Group Corporation,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
OTC::KRKKF,KRKKF,OTC,KRUK Spólka Akcyjna,KRUK S.A.,provider_found_different_name,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_supports_neither_current_nor_twelvedata,batch_a_us_core
OTC::PBNAF,PBNAF,OTC,Pembina Pipeline Corporation,Pembina Pipeline Corporation 6.525% Preferred Stock,no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
OTC::RJKAF,RJKAF,OTC,RJK Explorations Ltd,RJK Explorations Ltd. Class A Common Shares,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::NHPBP,NHPBP,NASDAQ,"National Healthcare Properties, Inc.",National Healthcare Properties Inc. Preferred Stock 7.125% Callable Perpetual,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::CIGL,CIGL,NASDAQ,Concorde International Group Ltd Class A Ordinary Shares,"Concorde International, Inc.",no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
NASDAQ::PFIS,PFIS,NASDAQ,Peoples Fin,Peoples Financial Services Corp.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::RVSN,RVSN,NASDAQ,Rail Vision Ltd. Ordinary Share,Rail Vision Ltd.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
OTC::UEPCO,UEPCO,OTC,Union Electric Company,"Union Electric Company, 5.5% Perpetual Preferred Stock",no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
NASDAQ::OTGA,OTGA,NASDAQ,OTG Acquisition Corp. I Class A Ordinary Share,OTG Acquisition Corp. I,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::SCII,SCII,NASDAQ,SC II Acquisition Corp. Class A ordinary share,SC II Acquisition Corp.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::SENEB,SENEB,NASDAQ,Seneca Foods Corp B,Seneca Foods Corporation Class B Common Stock,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::PIAIF,PIAIF,OTC,Ping An Insurance,Ping An Insurance (Group) Company of China Ltd.,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
NASDAQ::POLE,POLE,NASDAQ,Andretti Acquisition Corp. II Class A Ordinary Shares,Andretti Acquisition Corp.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
OTC::AILIH,AILIH,OTC,Ameren Illinois Company,Ameren Illinois Company Preferred Stock 4.08% Perpetual,no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
OTC::HESAF,HESAF,OTC,Hermes International SCA,Hermès International Société en commandite par actions,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::ALDF,ALDF,NASDAQ,Aldel Financial II Inc. Class A Ordinary Shares,Aldel Financial II Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::BMHL,BMHL,NASDAQ,Bluemount Holdings Limited Class B Ordinary Shares,Bluemount Holdings Limited,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::CCHH,CCHH,NASDAQ,CCH Holdings Ltd Ordinary Shares,CCH Holdings Ltd,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::CLYM,CLYM,NASDAQ,Climb Bio Inc,"Climb Biotherapeutics, Inc.",second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::GSIW,GSIW,NASDAQ,Garden Stage Limited Ordinary Shares,Garden Stage Ltd.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::HLP,HLP,NASDAQ,Hongli Group Inc. Ordinary Shares,Hongli Group Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::LNKS,LNKS,NASDAQ,Linkers Industries Limited Class A Ordinary Shares,Linkers Industries Ltd.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::MIMI,MIMI,NASDAQ,Mint Incorporation Limited Class A Ordinary Shares,Mint Incorporation Ltd.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::PCAP,PCAP,NASDAQ,ProCap Acquisition Corp Class A Ordinary Shares,ProCap Acquisition Corp,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::RIBB,RIBB,NASDAQ,Ribbon Acquisition Corp Class A Ordinary Shares,Ribbon Acquisition Corp,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::TLX,TLX,NASDAQ,Telix Pharmaceuticals Limited,Telix Pharmaceuticals Limited American Depositary Receipt,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::UFG,UFG,NASDAQ,Uni-Fuels Holdings Limited Class A Ordinary Shares,Uni-Fuels Holdings Ltd.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::VFS,VFS,NASDAQ,VinFast Auto Ltd. Ordinary Shares,VinFast Auto Ltd.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::WBUY,WBUY,NASDAQ,WEBUY GLOBAL LTD. Ordinary Shares,WeBuy Global Ltd.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NYSE::KR,KR,NYSE,Kroger Company,Kroger Co.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NYSE::RDDT,RDDT,NYSE,"Reddit, Inc.",Reddit Inc Class A,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NYSE::TKR,TKR,NYSE,Timken Company,Timken Co.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NYSE::WDS,WDS,NYSE,Woodside Energy Group Ltd,Woodside Energy Group Ltd American Depositary Receipt,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::AHEXY,AHEXY,OTC,Adecco Group Inc,Adecco Group AG Unsponsored ADR,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
OTC::BFFBF,BFFBF,OTC,BFF BK SPA,BFF Bank S.p.A.,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
OTC::CGLD,CGLD,OTC,Buscar Co,Buscar Company,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::CRCW,CRCW,OTC,Crypto Co,"Crypto Company, Inc.",second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::HENOF,HENOF,OTC,Henkel AG & Co. KGaA,Henkel AG & Co. KGaA Vz (Preferred Shares),ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
OTC::IMIUY,IMIUY,OTC,IMI plc,IMI plc ADR,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::NNXXY,NNXXY,OTC,Nexity SA,Nexity S.A. ADR,provider_found_different_name,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_supports_neither_current_nor_twelvedata,batch_a_us_core
OTC::SEBYY,SEBYY,OTC,SEB SA,SEB S.A.,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
OTC::SMSSY,SMSSY,OTC,"SMS Co., Ltd.",Sms Co. Ltd. ADR,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
OTC::SNPHY,SNPHY,OTC,Santen Pharmaceutical Co,"Santen Pharmaceutical Co., Ltd. American Depositary Receipt",second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::LIMN,LIMN,NASDAQ,"Liminatus Pharma, Inc. Class A Common Stock",Liminatus Pharma Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::METCB,METCB,NASDAQ,Ramaco Resources Inc.,"Ramaco Resources, Inc. Class B Common Stock",second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::VTIX,VTIX,NASDAQ,Virtuix Holdings Inc. Class A Common Stock,Virtuix Holdings Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
OTC::CRARY,CRARY,OTC,Credit Agricole SA PK,Crédit Agricole S.A. Unsponsored ADR,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
NASDAQ::CJMB,CJMB,NASDAQ,Callan JMB Inc. Common Stock,Callan JMB Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::DAIC,DAIC,NASDAQ,"CID HoldCo, Inc. Common Stock","CID Holdco, Inc.",conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::DEVS,DEVS,NASDAQ,DevvStream Corp. Common Stock,DevvStream Corp.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::FBLA,FBLA,NASDAQ,"FB Bancorp, Inc. Common Stock",Fb Bancorp Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::GSAT,GSAT,NASDAQ,"Globalstar, Inc. Common Stock","Globalstar, Inc.",conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::LOKV,LOKV,NASDAQ,Live Oak Acquisition Corp. V Class A Ordinary Shares,Live Oak Acquisition Corp.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::MGX,MGX,NASDAQ,"Metagenomi, Inc. Common Stock","Metagenomi, Inc.",second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::NBBK,NBBK,NASDAQ,"NB Bancorp, Inc. Common Stock",NB Bancorp Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
OTC::BKUTK,BKUTK,OTC,Bank Utica Ny Nonvtg,Bank of Utica,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
